x,y,inside,u,v,p,speed,continuity_abs
1.322195704057279375e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.445536594837903976e-02,-1.045335829257965088e-02,-1.118351891636848450e-02,1.783901080489158630e-02,3.246128559112548828e-03
1.326968973747016722e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.476298552006483078e-02,-1.029391586780548096e-02,-1.124182716012001038e-02,1.799751259386539459e-02,3.136869519948959351e-03
1.331742243436754292e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.506273727864027023e-02,-1.013620197772979736e-02,-1.129767671227455139e-02,1.815567724406719208e-02,3.030695021152496338e-03
1.336515513126491639e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.535485964268445969e-02,-9.980097413063049316e-03,-1.135126128792762756e-02,1.831322163343429565e-02,2.927906811237335205e-03
1.341288782816229208e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.563899591565132141e-02,-9.825721383094787598e-03,-1.140278950333595276e-02,1.846951618790626526e-02,2.826716750860214233e-03
1.346062052505966555e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.591544225811958313e-02,-9.673163294792175293e-03,-1.145208254456520081e-02,1.862448267638683319e-02,2.728410065174102783e-03
1.350835322195704125e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.618455722928047180e-02,-9.522393345832824707e-03,-1.149899140000343323e-02,1.877806894481182098e-02,2.632856369018554688e-03
1.355608591885441694e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.644550636410713196e-02,-9.373500943183898926e-03,-1.154411211609840393e-02,1.892926730215549469e-02,2.539705485105514526e-03
1.360381861575179041e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.669983938336372375e-02,-9.225741028785705566e-03,-1.158686354756355286e-02,1.907875575125217438e-02,2.448864281177520752e-03
1.365155131264916610e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.694636419415473938e-02,-9.080156683921813965e-03,-1.162740960717201233e-02,1.922572404146194458e-02,2.359982579946517944e-03
1.369928400954653958e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.718514040112495422e-02,-8.936092257499694824e-03,-1.166582480072975159e-02,1.936963573098182678e-02,2.273771911859512329e-03
1.374701670644391527e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.741765812039375305e-02,-8.793607354164123535e-03,-1.170221343636512756e-02,1.951159536838531494e-02,2.188589423894882202e-03
1.379474940334128874e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.764236763119697571e-02,-8.652999997138977051e-03,-1.173621788620948792e-02,1.965012773871421814e-02,2.106230705976486206e-03
1.384248210023866443e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.786069944500923157e-02,-8.513912558555603027e-03,-1.176810637116432190e-02,1.978613808751106262e-02,2.025533467531204224e-03
1.389021479713603791e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.807181909680366516e-02,-8.376434445381164551e-03,-1.179793849587440491e-02,1.991871744394302368e-02,1.946598291397094727e-03
1.393794749403341360e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.827572658658027649e-02,-8.240476250648498535e-03,-1.182556524872779846e-02,2.004763484001159668e-02,1.869414001703262329e-03
1.398568019093078929e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.847307756543159485e-02,-8.106455206871032715e-03,-1.185138896107673645e-02,2.017347887158393860e-02,1.794159412384033203e-03
1.403341288782816276e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.866357401013374329e-02,-7.973507046699523926e-03,-1.187479868531227112e-02,2.029546350240707397e-02,1.719977706670761108e-03
1.408114558472553846e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.884739473462104797e-02,-7.843121886253356934e-03,-1.189610734581947327e-02,2.041418291628360748e-02,1.647934317588806152e-03
1.412887828162291193e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.902465894818305969e-02,-7.713750470429658890e-03,-1.191535964608192444e-02,2.052899450063705444e-02,1.576859503984451294e-03
1.417661097852028762e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.919560506939888000e-02,-7.585838902741670609e-03,-1.193234696984291077e-02,2.064016088843345642e-02,1.506485044956207275e-03
1.422434367541766109e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.935987547039985657e-02,-7.459566462785005569e-03,-1.194745674729347229e-02,2.074728719890117645e-02,1.438271254301071167e-03
1.427207637231503679e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.951812580227851868e-02,-7.334903348237276077e-03,-1.196058467030525208e-02,2.085085213184356689e-02,1.371316611766815186e-03
1.431980906921241026e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.966958120465278625e-02,-7.211760152131319046e-03,-1.197132840752601624e-02,2.094998583197593689e-02,1.305120065808296204e-03
1.436754176610978595e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.981507614254951477e-02,-7.089987862855195999e-03,-1.198013499379158020e-02,2.104531228542327881e-02,1.239785924553871155e-03
1.441527446300716164e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.995472982525825500e-02,-6.969914305955171585e-03,-1.198703423142433167e-02,2.113695628941059113e-02,1.175615936517715454e-03
1.446300715990453511e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.008818462491035461e-02,-6.851330865174531937e-03,-1.199181750416755676e-02,2.122441679239273071e-02,1.112438738346099854e-03
1.451073985680191081e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.021526172757148743e-02,-6.734386552125215530e-03,-1.199451461434364319e-02,2.130748145282268524e-02,1.049257814884185791e-03
1.455847255369928428e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.033673599362373352e-02,-6.618574727326631546e-03,-1.199520006775856018e-02,2.138664014637470245e-02,9.878985583782196045e-04
1.460620525059665997e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.045248821377754211e-02,-6.504133809357881546e-03,-1.199376955628395081e-02,2.146178111433982849e-02,9.264573454856872559e-04
1.465393794749403344e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.056186273694038391e-02,-6.391481030732393265e-03,-1.199022307991981506e-02,2.153233066201210022e-02,8.656084537506103516e-04
1.470167064439140914e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.066623046994209290e-02,-6.279752124100923538e-03,-1.198488846421241760e-02,2.159926854074001312e-02,8.054226636886596680e-04
1.474940334128878261e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.076505497097969055e-02,-6.169930566102266312e-03,-1.197758689522743225e-02,2.166230790317058563e-02,7.457695901393890381e-04
1.479713603818615830e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.085827663540840149e-02,-6.061330903321504593e-03,-1.196799054741859436e-02,2.172112837433815002e-02,6.866380572319030762e-04
1.484486873508353399e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.094529941678047180e-02,-5.954221356660127640e-03,-1.195679977536201477e-02,2.177517674863338470e-02,6.268732249736785889e-04
1.489260143198090747e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.102785184979438782e-02,-5.848542321473360062e-03,-1.194350793957710266e-02,2.182603999972343445e-02,5.678497254848480225e-04
1.494033412887828316e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.110402658581733704e-02,-5.743697751313447952e-03,-1.192817464470863342e-02,2.187167108058929443e-02,5.088401958346366882e-04
1.498806682577565663e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.117549255490303040e-02,-5.640849936753511429e-03,-1.191085949540138245e-02,2.191393822431564331e-02,4.503279924392700195e-04
1.503579952267303232e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.124183252453804016e-02,-5.538657773286104202e-03,-1.189171150326728821e-02,2.195204235613346100e-02,3.914814442396163940e-04
1.508353221957040580e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.130256965756416321e-02,-5.438521970063447952e-03,-1.187050715088844299e-02,2.198583632707595825e-02,3.323890268802642822e-04
1.513126491646778149e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.135877683758735657e-02,-5.339190829545259476e-03,-1.184776797890663147e-02,2.201600186526775360e-02,2.736756578087806702e-04
1.517899761336515496e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.140967920422554016e-02,-5.241051781922578812e-03,-1.182255521416664124e-02,2.204184606671333313e-02,2.143662422895431519e-04
1.522673031026253065e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.145569398999214172e-02,-5.144373048096895218e-03,-1.179595664143562317e-02,2.206380292773246765e-02,1.543499529361724854e-04
1.527446300715990635e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.149700000882148743e-02,-5.048647988587617874e-03,-1.176713779568672180e-02,2.208188921213150024e-02,9.482260793447494507e-05
1.532219570405727982e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.153312042355537415e-02,-4.954502452164888382e-03,-1.173657551407814026e-02,2.209575474262237549e-02,3.427173942327499390e-05
1.536992840095465551e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.156447246670722961e-02,-4.861757624894380569e-03,-1.170426979660987854e-02,2.210572734475135803e-02,2.646818757057189941e-05
1.541766109785202898e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.159111574292182922e-02,-4.769638646394014359e-03,-1.166963949799537659e-02,2.211166545748710632e-02,8.802767843008041382e-05
1.546539379474940468e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.161322906613349915e-02,-4.678979981690645218e-03,-1.163351908326148987e-02,2.211389876902103424e-02,1.490991562604904175e-04
1.551312649164677815e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.163105085492134094e-02,-4.589573014527559280e-03,-1.159549131989479065e-02,2.211258746683597565e-02,2.127960324287414551e-04
1.556085918854415384e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.164386585354804993e-02,-4.501626361161470413e-03,-1.155577972531318665e-02,2.210704796016216278e-02,2.757366746664047241e-04
1.560859188544152731e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.165274694561958313e-02,-4.414096940308809280e-03,-1.151417568325996399e-02,2.209809236228466034e-02,3.401637077331542969e-04
1.565632458233890301e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.165703848004341125e-02,-4.328057635575532913e-03,-1.147064939141273499e-02,2.208527550101280212e-02,4.051122814416885376e-04
1.570405727923627648e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.165727689862251282e-02,-4.243031609803438187e-03,-1.142563298344612122e-02,2.206900529563426971e-02,4.703290760517120361e-04
1.575178997613365217e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.165274694561958313e-02,-4.159138072282075882e-03,-1.137859001755714417e-02,2.204858139157295227e-02,5.377046763896942139e-04
1.579952267303102786e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.164434269070625305e-02,-4.076287616044282913e-03,-1.132978871464729309e-02,2.202484384179115295e-02,6.055664271116256714e-04
1.584725536992840134e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.163158729672431946e-02,-3.993884194642305374e-03,-1.127913966774940491e-02,2.199719659984111786e-02,6.741788238286972046e-04
1.589498806682577703e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.161459997296333313e-02,-3.913835156708955765e-03,-1.122686639428138733e-02,2.196608856320381165e-02,7.445812225341796875e-04
1.594272076372315050e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.159391716122627258e-02,-3.833875525742769241e-03,-1.117301359772682190e-02,2.193161845207214355e-02,8.151698857545852661e-04
1.599045346062052619e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.156894281506538391e-02,-3.754839766770601273e-03,-1.111689582467079163e-02,2.189333550631999969e-02,8.885096758604049683e-04
1.603818615751789967e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.153997495770454407e-02,-3.677502740174531937e-03,-1.105973497033119202e-02,2.185164950788021088e-02,9.613791480660438538e-04
1.608591885441527536e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.150796726346015930e-02,-3.600553143769502640e-03,-1.100057736039161682e-02,2.180726081132888794e-02,1.037193462252616882e-03
1.613365155131264883e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.147172763943672180e-02,-3.524646628648042679e-03,-1.093978062272071838e-02,2.175909467041492462e-02,1.113308593630790710e-03
1.618138424821002452e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.143149450421333313e-02,-3.449842799454927444e-03,-1.087722554802894592e-02,2.170738205313682556e-02,1.190586946904659271e-03
1.622911694510740022e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.138732746243476868e-02,-3.375992644578218460e-03,-1.081288233399391174e-02,2.165213786065578461e-02,1.270099543035030365e-03
1.627684964200477369e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.133970335125923157e-02,-3.302887547761201859e-03,-1.074698939919471741e-02,2.159379608929157257e-02,1.350501552224159241e-03
1.632458233890214938e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.128897979855537415e-02,-3.230587113648653030e-03,-1.067972555756568909e-02,2.153270319104194641e-02,1.432715915143489838e-03
1.637231503579952285e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.123444154858589172e-02,-3.159359563142061234e-03,-1.061049476265907288e-02,2.146818675100803375e-02,1.517279073596000671e-03
1.642004773269689855e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.117644622921943665e-02,-3.089175093919038773e-03,-1.053959503769874573e-02,2.140058018267154694e-02,1.602123491466045380e-03
1.646778042959427202e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.111511304974555969e-02,-3.019437659531831741e-03,-1.046747341752052307e-02,2.132990956306457520e-02,1.689520664513111115e-03
1.651551312649164771e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.104978635907173157e-02,-2.950594294816255569e-03,-1.039323583245277405e-02,2.125557512044906616e-02,1.778325997292995453e-03
1.656324582338902118e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.098177745938301086e-02,-2.882674802094697952e-03,-1.031783595681190491e-02,2.117887698113918304e-02,1.869346946477890015e-03
1.661097852028639688e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.091060951352119446e-02,-2.815679181367158890e-03,-1.024070754647254944e-02,2.109932899475097656e-02,1.961597241461277008e-03
1.665871121718377257e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.083574607968330383e-02,-2.749190200120210648e-03,-1.016196981072425842e-02,2.101633511483669281e-02,2.055656164884567261e-03
1.670644391408114604e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.075766399502754211e-02,-2.683863509446382523e-03,-1.008159294724464417e-02,2.093045040965080261e-02,2.151875756680965424e-03
1.675417661097852173e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.067695930600166321e-02,-2.618983853608369827e-03,-9.999979287385940552e-03,2.084216102957725525e-02,2.249994315207004547e-03
1.680190930787589521e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.059303596615791321e-02,-2.554908860474824905e-03,-9.916488081216812134e-03,2.075091935694217682e-02,2.349702641367912292e-03
1.684964200477327090e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.050571516156196594e-02,-2.491310704499483109e-03,-9.831447154283523560e-03,2.065650001168251038e-02,2.451632171869277954e-03
1.689737470167064437e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.041601017117500305e-02,-2.428755629807710648e-03,-9.745184332132339478e-03,2.055996842682361603e-02,2.555422484874725342e-03
1.694510739856802006e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.032290771603584290e-02,-2.366886008530855179e-03,-9.657327085733413696e-03,2.046027220785617828e-02,2.661464735865592957e-03
1.699284009546539354e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.022718265652656555e-02,-2.305374015122652054e-03,-9.567815810441970825e-03,2.035813406109809875e-02,2.769095823168754578e-03
1.704057279236276923e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.012859657406806946e-02,-2.244934905320405960e-03,-9.477052837610244751e-03,2.025339752435684204e-02,2.879284322261810303e-03
1.708830548926014492e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-2.002738788723945618e-02,-2.185121644288301468e-03,-9.384740144014358521e-03,2.014624141156673431e-02,2.991428598761558533e-03
1.713603818615751839e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.992284134030342102e-02,-2.125725615769624710e-03,-9.290877729654312134e-03,2.003592625260353088e-02,3.105964511632919312e-03
1.718377088305489409e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.981620863080024719e-02,-2.066925633698701859e-03,-9.195867925882339478e-03,1.992371119558811188e-02,3.222685307264328003e-03
1.723150357995226756e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.970689371228218079e-02,-2.008662093430757523e-03,-9.098742157220840454e-03,1.980899833142757416e-02,3.340711817145347595e-03
1.727923627684964325e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.959406211972236633e-02,-1.951471436768770218e-03,-9.001050144433975220e-03,1.969100162386894226e-02,3.461502492427825928e-03
1.732696897374701672e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.947932317852973938e-02,-1.894519198685884476e-03,-8.901286870241165161e-03,1.957123540341854095e-02,3.584815189242362976e-03
1.737470167064439241e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.936315372586250305e-02,-1.838282216340303421e-03,-8.800689131021499634e-03,1.945021934807300568e-02,3.709523007273674011e-03
1.742243436754176589e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.924233511090278625e-02,-1.782164443284273148e-03,-8.698452264070510864e-03,1.932468824088573456e-02,3.837684169411659241e-03
1.747016706443914158e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.912068203091621399e-02,-1.727000344544649124e-03,-8.594561368227005005e-03,1.919851638376712799e-02,3.967296332120895386e-03
1.751789976133651727e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.899616792798042297e-02,-1.672432292252779007e-03,-8.489523082971572876e-03,1.906964741647243500e-02,4.099205136299133301e-03
1.756563245823389074e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.886926963925361633e-02,-1.617953646928071976e-03,-8.383367210626602173e-03,1.893850788474082947e-02,4.233658313751220703e-03
1.761336515513126644e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.874040439724922180e-02,-1.564339268952608109e-03,-8.275602012872695923e-03,1.880558207631111145e-02,4.370536655187606812e-03
1.766109785202863991e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.860879734158515930e-02,-1.511201728135347366e-03,-8.166540414094924927e-03,1.867005787789821625e-02,4.509681835770606995e-03
1.770883054892601560e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.847534254193305969e-02,-1.458392012864351273e-03,-8.056078106164932251e-03,1.853281445801258087e-02,4.651449620723724365e-03
1.775656324582338907e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.833896711468696594e-02,-1.406208146363496780e-03,-7.944557815790176392e-03,1.839280128479003906e-02,4.795858636498451233e-03
1.780429594272076477e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.820122078061103821e-02,-1.354203093796968460e-03,-7.831338793039321899e-03,1.825152896344661713e-02,4.941957071423530579e-03
1.785202863961813824e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.806120947003364563e-02,-1.302913296967744827e-03,-7.717344909906387329e-03,1.810814440250396729e-02,5.090896040201187134e-03
1.789976133651551393e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.791875436902046204e-02,-1.251861918717622757e-03,-7.601920515298843384e-03,1.796242967247962952e-02,5.241384729743003845e-03
1.794749403341288962e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.777504757046699524e-02,-1.201436389237642288e-03,-7.484737783670425415e-03,1.781560480594635010e-02,5.395339801907539368e-03
1.799522673031026310e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.762883737683296204e-02,-1.151338685303926468e-03,-7.366601377725601196e-03,1.766639389097690582e-02,5.551446229219436646e-03
1.804295942720763879e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.748024299740791321e-02,-1.101181376725435257e-03,-7.247392088174819946e-03,1.751489378511905670e-02,5.709720775485038757e-03
1.809069212410501226e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.733045652508735657e-02,-1.051739323884248734e-03,-7.126871496438980103e-03,1.736234128475189209e-02,5.870725959539413452e-03
1.813842482100238795e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.717828586697578430e-02,-1.002565491944551468e-03,-7.004830986261367798e-03,1.720751635730266571e-02,6.034128367900848389e-03
1.818615751789976143e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.702462509274482727e-02,-9.538088925182819366e-04,-6.882164627313613892e-03,1.705132238566875458e-02,6.200600415468215942e-03
1.823389021479713712e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.686887815594673157e-02,-9.054397232830524445e-04,-6.757739931344985962e-03,1.689316146075725555e-02,6.369112059473991394e-03
1.828162291169451059e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.671158149838447571e-02,-8.570705540478229523e-04,-6.632510572671890259e-03,1.673354580998420715e-02,6.539713591337203979e-03
1.832935560859188628e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.655273512005805969e-02,-8.092080242931842804e-04,-6.505671888589859009e-03,1.657250337302684784e-02,6.712973117828369141e-03
1.837708830548926198e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.639186218380928040e-02,-7.620905525982379913e-04,-6.377939134836196899e-03,1.640956848859786987e-02,6.889371201395988464e-03
1.842482100238663545e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.622908189892768860e-02,-7.148240692913532257e-04,-6.249103695154190063e-03,1.624481566250324249e-02,7.067885249853134155e-03
1.847255369928401114e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.606504991650581360e-02,-6.675575859844684601e-04,-6.119165569543838501e-03,1.607891358435153961e-02,7.248602807521820068e-03
1.852028639618138461e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.589964702725410461e-02,-6.209765560925006866e-04,-5.987767130136489868e-03,1.591176912188529968e-02,7.432153448462486267e-03
1.856801909307876031e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.573257520794868469e-02,-5.745147354900836945e-04,-5.855474621057510376e-03,1.574306190013885498e-02,7.617909461259841919e-03
1.861575178997613378e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.556323748081922531e-02,-5.285595543682575226e-04,-5.722049623727798462e-03,1.557221077382564545e-02,7.806472480297088623e-03
1.866348448687350947e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.539306621998548508e-02,-4.825447686016559601e-04,-5.587283521890640259e-03,1.540062762796878815e-02,7.997563108801841736e-03
1.871121718377088294e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.522128563374280930e-02,-4.365299828350543976e-04,-5.451593548059463501e-03,1.522754412144422531e-02,8.191375061869621277e-03
1.875894988066825864e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.504795532673597336e-02,-3.912900574505329132e-04,-5.314920097589492798e-03,1.505304127931594849e-02,8.387198671698570251e-03
1.880668257756563433e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.487289648503065109e-02,-3.457521088421344757e-04,-5.177114158868789673e-03,1.487691514194011688e-02,8.585570380091667175e-03
1.885441527446300780e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.469712238758802414e-02,-3.004227764904499054e-04,-5.037937313318252563e-03,1.470019295811653137e-02,8.786482736468315125e-03
1.890214797136038349e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.451973896473646164e-02,-2.556894905865192413e-04,-4.898224025964736938e-03,1.452198997139930725e-02,8.990108966827392578e-03
1.894988066825775697e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.434086542576551437e-02,-2.107177861034870148e-04,-4.757110029458999634e-03,1.434241328388452530e-02,9.196231141686439514e-03
1.899761336515513266e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.416127663105726242e-02,-1.660739071667194366e-04,-4.614923149347305298e-03,1.416225079447031021e-02,9.404962882399559021e-03
1.904534606205250613e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.397942285984754562e-02,-1.216386444866657257e-04,-4.471722990274429321e-03,1.397995185106992722e-02,9.615611284971237183e-03
1.909307875894988182e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.379733067005872726e-02,-7.735239341855049133e-05,-4.327688366174697876e-03,1.379754766821861267e-02,9.828928858041763306e-03
1.914081145584725530e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.361297350376844406e-02,-3.306614235043525696e-05,-4.182461649179458618e-03,1.361301355063915253e-02,1.004471816122531891e-02
1.918854415274463099e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.342825870960950851e-02,1.124991104006767273e-05,-4.036430269479751587e-03,1.342826336622238159e-02,1.026375778019428253e-02
1.923627684964200668e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.324229221791028976e-02,5.499972030520439148e-05,-3.889057785272598267e-03,1.324240677058696747e-02,1.048402860760688782e-02
1.928400954653938015e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.305495481938123703e-02,9.898794814944267273e-05,-3.740940243005752563e-03,1.305533014237880707e-02,1.070730388164520264e-02
1.933174224343675585e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.286684256047010422e-02,1.428569667041301727e-04,-3.592047840356826782e-03,1.286763511598110199e-02,1.093341596424579620e-02
1.937947494033412932e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.267724018543958664e-02,1.865173690021038055e-04,-3.441724926233291626e-03,1.267861202359199524e-02,1.116128079593181610e-02
1.942720763723150501e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.248650532215833664e-02,2.302373759448528290e-04,-3.290746361017227173e-03,1.248862780630588531e-02,1.139172539114952087e-02
1.947494033412887848e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.229487638920545578e-02,2.737785689532756805e-04,-3.138784319162368774e-03,1.229792460799217224e-02,1.162466406822204590e-02
1.952267303102625418e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.210288982838392258e-02,3.176475875079631805e-04,-2.985928207635879517e-03,1.210705749690532684e-02,1.186039857566356659e-02
1.957040572792362765e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.190953236073255539e-02,3.610993735492229462e-04,-2.831909805536270142e-03,1.191500574350357056e-02,1.209759898483753204e-02
1.961813842482100334e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.171432714909315109e-02,4.044617526233196259e-04,-2.677235752344131470e-03,1.172130741178989410e-02,1.233827322721481323e-02
1.966587112171837903e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.151965837925672531e-02,4.479433409869670868e-04,-2.521548420190811157e-03,1.152836438268423080e-02,1.258032023906707764e-02
1.971360381861575251e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.132320147007703781e-02,4.914249293506145477e-04,-2.364996820688247681e-03,1.133386045694351196e-02,1.282572932541370392e-02
1.976133651551312820e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.112644653767347336e-02,5.347575061023235321e-04,-2.207700163125991821e-03,1.113928947597742081e-02,1.307269185781478882e-02
1.980906921241050167e+00,-3.633093525179855732e-01,1.000000000000000000e+00,-1.092838030308485031e-02,5.781198851764202118e-04,-2.049360424280166626e-03,1.094366144388914108e-02,1.332201063632965088e-02
